Name,Passport,Snils,Symptoms,Analysis,Doctor,DateStart,DateEnd,Price,Card
Безрукова Томица Антоновна,7504 742630,923-722-071 92,Температура,Рентгенография,Стоматолог,2024-09-17T20:00+03:00,2024-09-18T12:54+03:00,3600.0,5421 0459 8345 8154
Винокурова Бронислава Львовна,5923 968645,505-464-366 76,Слабость,Гастроэнтероскопия,Онкодерматолог,2024-09-11T18:40+03:00,2024-09-12T17:45+03:00,8000.0,5244 6849 8025 1927
Шмелёва Бажена  Акимовна,8702 835663,728-772-730 45,Слабость,УЗИ (ультразвуковое исследование),Лор,2024-07-25T14:03+03:00,2024-07-26T14:43+03:00,5600.0,4188 6861 5939 2400
Савельева Дарина Максимовна,1801 063814,467-100-301 48,Головная боль,Гастроэнтероскопия,Кардиолог,2025-02-13T19:24+03:00,2025-02-14T18:43+03:00,6100.0,5101 2699 5845 0125
Бычков‎ Бранимир Димитриевич,8607 529249,612-777-224 94,Затрудненное дыхание,Кровь (общий анализ),Эндоскопист,2024-12-27T12:50+03:00,2024-12-26T16:27+03:00,6000.0,2200 2487 1245 1215
Егорова Берислава Рустамовна,2107 077056,310-787-295 73,Одышка,Электрокардиограмма (ЭКГ),Генетик,2024-11-11T17:14+03:00,2024-11-12T19:17+03:00,4800.0,4105 8456 1767 0084
Ширяева Забава Львовна,6804 539842,022-041-599 96,Температура,Кровь (общий анализ),Кардиоревматолог,2025-04-08T20:01+03:00,2025-04-09T15:53+03:00,8500.0,4188 6832 1957 8325
Соболев‎ Даниил Валерьянович,7117 700767,118-747-511 80,Насморк,УЗИ (ультразвуковое исследование),Гастроэнтеролог,2025-01-10T15:58+03:00,2025-01-09T20:35+03:00,5400.0,5101 2681 2924 0527
Грибов‎ Моисей Бориславович,5106 553502,136-573-427 74,Боль в груди,Биохимический анализ крови,Эндокринолог,2024-11-27T18:26+03:00,2024-11-28T19:51+03:00,1700.0,2202 2004 6759 3758
Никонов‎ Тихомир Ануфриевич,3316 135866,116-407-495 45,Повышенное давление,МРТ (магнитно-резонансная томография),Кардиоревматолог,2025-01-20T19:33+03:00,2025-01-21T20:36+03:00,1300.0,4377 7204 3984 6475
Кузин‎ Горан Маркович,0802 888868,469-151-120 88,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Эндоскопист,2024-10-16T18:31+03:00,2024-10-17T15:55+03:00,4000.0,4188 6853 2529 0047
Балашова Веселина Генриховна,6306 714506,201-770-576 36,Боль в горле,Кровь (общий анализ),Дерматолог,2025-04-03T13:53+03:00,2025-04-04T16:28+03:00,8700.0,4377 7268 3359 1756
Аксёнова Велимира Мунавировна,4011 714533,406-147-584 66,Температура,КТ (компьютерная томография),Фтизиатр,2024-12-03T13:38+03:00,2024-12-04T15:50+03:00,5200.0,5479 4832 9843 2093
Фролов‎ Миромир Авдеевич,4201 770546,755-942-144 33,Насморк,Электрокардиограмма (ЭКГ),Офтальмолог,2024-09-30T20:11+03:00,2024-10-01T19:09+03:00,1500.0,5479 4812 2420 6861
Сухарев‎ Миробуд Исидорович,2217 566790,095-728-673 24,Одышка,Кровь (общий анализ),Гериатр,2025-02-25T17:12+03:00,2025-02-26T18:16+03:00,5800.0,5479 4856 9722 5298
Гайдуков‎ Ростих Маркыч,1803 924269,184-745-626 09,Головная боль,УЗИ (ультразвуковое исследование),Ревматолог,2025-01-03T17:03+03:00,2025-01-02T18:28+03:00,5800.0,4188 6856 1653 8693
Столяров‎ Прибыслав Леонидович,9823 526539,464-622-839 03,Насморк,МРТ (магнитно-резонансная томография),Дерматолог,2025-01-21T20:16+03:00,2025-01-22T13:43+03:00,7700.0,2200 2497 0865 7389
Ширяев‎ Невзор Фомич,2501 646711,270-311-822 30,Затрудненное дыхание,Гастроэнтероскопия,Гастроэнтеролог,2024-07-31T16:24+03:00,2024-08-01T20:07+03:00,9000.0,2202 1533 4008 8796
Хромова Чернава Геннадьевна,1020 371812,171-059-359 60,Головная боль,УЗИ (ультразвуковое исследование),Онкогинеколог,2025-01-21T20:20+03:00,2025-01-22T12:56+03:00,5600.0,5479 4838 2707 7959
Судаков‎ Милорад Анатольевич,2312 052946,213-275-968 60,Температура,Кровь (общий анализ),Гастроэнтеролог,2025-03-10T19:40+03:00,2025-03-11T18:33+03:00,4700.0,2200 2428 9956 8141
Ежов‎ Красимир Артемьевич,0307 014278,433-971-146 90,Слабость,Биохимический анализ крови,Психотерапевт,2025-03-10T17:41+03:00,2025-03-11T18:07+03:00,2400.0,2202 1571 8896 5034
Гусева Всемысла Гаджиевна,2716 608451,107-306-349 25,Одышка,Кровь (общий анализ),Гастроэнтеролог,2024-11-11T15:13+03:00,2024-11-12T12:26+03:00,2300.0,4105 8434 0211 2337
Худякова Драгомира Валерьевна,4111 895738,173-500-140 26,Температура,КТ (компьютерная томография),Ортодонт,2024-10-18T12:19+03:00,2024-10-17T19:44+03:00,8200.0,2202 1571 7282 7102
Ильинская Забава Денисовна,9917 835244,942-005-471 73,Одышка,КТ (компьютерная томография),Невролог,2024-07-17T20:17+03:00,2024-07-18T19:01+03:00,9900.0,2202 1529 3671 9108
Герасимова Василиса Соломоновна,4402 193173,005-433-228 03,Боль в горле,УЗИ (ультразвуковое исследование),Психотерапевт,2024-12-25T19:37+03:00,2024-12-26T18:33+03:00,2800.0,4276 8072 0903 0992
Трофим‎ Драгомир Еремеевич,9623 622452,412-295-337 56,Одышка,Рентгенография,Эндокринолог,2025-04-11T19:30+03:00,2025-04-10T19:38+03:00,6600.0,4276 8038 2908 8087
Зубкова Некраса Фёдоровна,9119 800397,898-422-868 84,Одышка,КТ (компьютерная томография),Ревматолог,2024-10-15T13:26+03:00,2024-10-16T15:13+03:00,7300.0,5244 6848 5726 2431
Рябинина Станимира Борисовна,6806 414994,682-620-381 02,Температура,Кровь (общий анализ),Стоматолог,2024-10-21T15:44+03:00,2024-10-22T15:04+03:00,9600.0,4377 7244 6555 0222
Зубкова Красимира Вахтанговна,5921 837635,702-789-806 23,Затрудненное дыхание,Биохимический анализ крови,Эндокринолог,2025-01-09T20:15+03:00,2025-01-10T15:29+03:00,4700.0,4105 8482 5933 6671
Климов‎ Геннадий Ермилович,0606 866265,956-370-830 44,Кашель,КТ (компьютерная томография),Пульмонолог,2024-10-18T15:31+03:00,2024-10-17T20:20+03:00,6000.0,4105 8430 1712 5731
Гончарова Галина Петровна,8222 850710,535-706-389 02,Слабость,Биохимический анализ крови,Ортодонт,2025-01-28T15:32+03:00,2025-01-29T19:31+03:00,5500.0,5244 6858 3102 9280
Фокина Всемила Андреевна,3012 868681,469-788-656 93,Головная боль,УЗИ (ультразвуковое исследование),Пульмонолог,2024-10-04T14:23+03:00,2024-10-03T19:49+03:00,7300.0,4276 8005 5598 8055
Серов‎ Мечислав Каллистратович,2406 894681,760-604-370 85,Одышка,КТ (компьютерная томография),УЗИ-специалист,2025-04-15T18:54+03:00,2025-04-16T19:26+03:00,3600.0,2202 1571 6809 4601
Воронов‎ Будимир Ефремович,3307 175569,395-768-824 68,Насморк,Гастроэнтероскопия,Психиатр,2025-03-13T14:36+03:00,2025-03-14T19:26+03:00,8500.0,2200 7023 3276 2469
Лапшин‎ Дарён Иларионович,5010 636249,573-555-694 35,Одышка,Электрокардиограмма (ЭКГ),Психиатр,2024-12-09T13:15+03:00,2024-12-10T17:54+03:00,3000.0,5244 6859 0594 6137
Ивашова Станимира Владимировна,1109 715620,487-346-643 38,Насморк,КТ (компьютерная томография),Гематолог,2024-12-13T12:55+03:00,2024-12-12T18:21+03:00,8400.0,2200 2463 9165 4739
Денисов‎ Честимир Ануфриевич,5510 900467,748-698-657 97,Слабость,Электрокардиограмма (ЭКГ),Нефролог,2024-12-30T20:42+03:00,2024-12-31T14:33+03:00,4800.0,2200 2453 8717 1858
Крючков‎ Любомир  Ибрагимович,3305 615582,860-053-665 91,Затрудненное дыхание,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2025-02-21T13:41+03:00,2025-02-20T17:49+03:00,2100.0,4276 8026 6046 2689
Пугачёва Уйка Денисовна,6820 585553,717-625-444 08,Боль в груди,Электрокардиограмма (ЭКГ),Диетолог,2025-02-13T18:41+03:00,2025-02-14T13:18+03:00,4600.0,4377 7220 5292 8574
Титова Благослава Юрьевна,0503 726303,676-776-020 55,Одышка,Гастроэнтероскопия,Гериатр,2024-10-31T13:50+03:00,2024-11-01T15:55+03:00,9600.0,5101 2627 2479 1755
Артамонова Зорица Прохоровна,6714 977455,185-696-729 45,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Ортодонт,2025-03-10T12:57+03:00,2025-03-11T15:08+03:00,5700.0,2200 7061 6423 2172
Молчанов‎ Световлад Давидович,2505 515941,643-799-858 70,Насморк,Гастроэнтероскопия,Невролог,2025-05-02T16:41+03:00,2025-05-01T17:20+03:00,1900.0,4188 6860 4145 6449
Левин‎ Часлав Ефстафьевич,0615 098460,293-477-531 18,Температура,Электрокардиограмма (ЭКГ),Гематолог,2024-11-14T17:55+03:00,2024-11-15T18:13+03:00,6300.0,5244 6892 9758 2553
Власов‎ Жизнобуд Иосипович,0817 185885,687-281-030 27,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Онкогинеколог,2025-01-07T14:24+03:00,2025-01-08T15:26+03:00,3000.0,5101 2628 0936 5745
Горбань Венцеслава Сергеевна,8113 169671,260-610-903 36,Слабость,МРТ (магнитно-резонансная томография),УЗИ-специалист,2024-11-15T14:38+03:00,2024-11-14T13:57+03:00,9500.0,5479 4801 7759 2944
Петровский‎ Горислав  Фадеевич,1401 548006,944-485-545 51,Затрудненное дыхание,МРТ (магнитно-резонансная томография),Ортопед,2025-01-03T13:42+03:00,2025-01-02T17:20+03:00,2100.0,2202 2008 3753 6149
Кулагин‎ Четвертак Устинович,6306 005271,630-905-017 60,Насморк,Гастроэнтероскопия,Ревматолог,2025-04-24T17:36+03:00,2025-04-25T12:48+03:00,3000.0,4377 7247 8849 9281
Горлов‎ Мяун Ахматович,2305 513591,670-766-491 35,Повышенное давление,МРТ (магнитно-резонансная томография),Ревматолог,2024-07-25T17:25+03:00,2024-07-26T21:02+03:00,1800.0,4105 8400 4231 1079
Ткачёва Ружана Сидоровна,7006 149689,508-972-980 39,Боль в груди,Кровь (общий анализ),Кардиоревматолог,2025-03-07T16:08+03:00,2025-03-06T14:18+03:00,6400.0,5244 6860 3760 4605
Васильев‎ Лютомир  Архипович,3900 052847,317-102-502 14,Затрудненное дыхание,Биохимический анализ крови,Стоматолог,2024-10-18T16:50+03:00,2024-10-17T19:35+03:00,9200.0,5244 6880 2548 5849
Гусева Святослава Филипповна,7010 849056,809-414-937 18,Головная боль,Кровь (общий анализ),Психиатр,2025-01-10T16:12+03:00,2025-01-09T19:06+03:00,9800.0,4105 8471 2923 1987
Клюев‎ Лада Фомич,7516 469313,173-836-872 11,Слабость,Биохимический анализ крови,Кардиолог,2025-01-22T15:59+03:00,2025-01-23T14:01+03:00,2200.0,5421 0404 8104 6177
Давыдова Светислава Алексеевна,1900 551366,758-979-345 03,Повышенное давление,Кровь (общий анализ),Психотерапевт,2024-08-29T15:36+03:00,2024-08-30T12:49+03:00,7100.0,5101 2640 7423 5593
Анохин‎ Световид Иосипович,1711 790765,086-768-657 43,Насморк,Рентгенография,УЗИ-специалист,2024-08-01T13:05+03:00,2024-08-02T14:15+03:00,1800.0,4105 8469 3847 2981
Ермакова Прибыслава Сильвестровна,8212 916382,902-696-862 36,Одышка,Гастроэнтероскопия,Диетолог,2025-03-06T12:14+03:00,2025-03-07T16:48+03:00,8000.0,5101 2615 5064 0004
Сомов‎ Милобуд Федосеевич,9320 087709,031-107-977 12,Температура,УЗИ (ультразвуковое исследование),Педиатр,2024-12-26T19:22+03:00,2024-12-27T13:47+03:00,6000.0,5421 0472 0025 1546
Пантелеев‎ Брячислав Ефстафьевич,9303 771388,182-835-557 00,Одышка,Биохимический анализ крови,Оториноларинголог,2024-11-06T20:46+03:00,2024-11-07T15:10+03:00,7800.0,4105 8464 4121 6734
Киселёв‎ Лан Ильнурович,9400 449029,251-592-991 93,Боль в горле,Биохимический анализ крови,Оториноларинголог,2024-07-24T18:43+03:00,2024-07-25T17:05+03:00,8500.0,2202 1582 4453 7676
Родионова Радимира Гавриловна,3813 021758,892-709-235 51,Повышенное давление,Биохимический анализ крови,Уролог,2025-05-08T14:29+03:00,2025-05-09T13:00+03:00,6600.0,5479 4813 4371 6184
Ситников‎ Чернек Магометович,0722 927102,123-236-522 17,Повышенное давление,КТ (компьютерная томография),Аллерголог,2024-11-12T16:48+03:00,2024-11-13T19:09+03:00,5500.0,4188 6879 9321 1293
Парамонов‎ Гремислав  Сергеевич,3602 218562,642-979-185 47,Затрудненное дыхание,Гастроэнтероскопия,Кардиоревматолог,2024-09-10T14:41+03:00,2024-09-11T19:13+03:00,2400.0,5244 6808 9155 0355
Еромлаева Миломира Антоновна,2322 474241,591-598-795 73,Головная боль,Электрокардиограмма (ЭКГ),Ортодонт,2024-11-08T16:04+03:00,2024-11-07T20:58+03:00,9000.0,5101 2697 1083 5935
Крючков‎ Вышемир Каллиникович,1521 318791,423-192-434 53,Затрудненное дыхание,Кровь (общий анализ),Кардиоревматолог,2025-01-09T12:44+03:00,2025-01-10T14:50+03:00,5200.0,5479 4836 1453 9228
Васильев‎ Святополк  Харламович,4008 436666,962-556-341 38,Слабость,Рентгенография,Эндокринолог,2024-11-15T15:34+03:00,2024-11-14T13:07+03:00,2900.0,4188 6865 2037 3161
Прошина Любомила Павловна,5322 783739,873-268-528 48,Слабость,Рентгенография,Психотерапевт,2024-09-19T13:03+03:00,2024-09-20T18:03+03:00,1000.0,2202 2058 7973 8516
Старостина Чернава Алексеевна,5615 168250,603-166-375 62,Боль в груди,Рентгенография,Неонатолог,2025-01-22T15:41+03:00,2025-01-23T18:25+03:00,4100.0,4105 8412 5601 0556
Субботин‎ Томислав Адамович,3521 736229,003-725-343 12,Температура,КТ (компьютерная томография),Психиатр,2024-08-23T18:39+03:00,2024-08-22T13:41+03:00,7300.0,2200 7041 8967 7057
Сухарева Красимира Глебовна,0304 102217,020-511-849 96,Насморк,Рентгенография,Дерматолог,2025-04-18T12:40+03:00,2025-04-17T13:19+03:00,3100.0,2202 2028 7338 2605
Воронина Вера Вахтанговна,0818 114097,317-745-003 68,Насморк,Электрокардиограмма (ЭКГ),Кардиоревматолог,2024-08-20T18:47+03:00,2024-08-21T20:25+03:00,3100.0,4377 7207 3419 8507
Бабушкина Нежана Вадимовна,5213 037654,732-369-239 04,Слабость,МРТ (магнитно-резонансная томография),Онколог,2024-12-04T17:38+03:00,2024-12-05T17:35+03:00,3600.0,2200 2413 9792 4219
Ушакова Любица Валентиновна,1909 538775,209-217-816 57,Насморк,Кровь (общий анализ),Гастроэнтеролог,2025-02-20T18:56+03:00,2025-02-21T16:46+03:00,4800.0,5421 0415 2069 4003
Поздняков‎ Добронрав  Михайлович,7909 773552,605-203-978 61,Повышенное давление,КТ (компьютерная томография),Пульмонолог,2025-01-06T13:49+03:00,2025-01-07T13:28+03:00,9500.0,4377 7221 3578 3920
Александрова Божидара Дмитриевна,6102 860867,991-651-327 43,Слабость,Гастроэнтероскопия,Онколог,2025-04-25T20:21+03:00,2025-04-24T18:50+03:00,2900.0,5244 6806 2530 7666
Горохова Нежана Денисовна,0204 927947,611-782-053 71,Затрудненное дыхание,КТ (компьютерная томография),Ортодонт,2025-01-13T20:17+03:00,2025-01-14T16:13+03:00,5000.0,2200 7046 1060 7180
Хрущёв‎ Малобуд Никифорович,0605 807811,152-565-552 69,Температура,УЗИ (ультразвуковое исследование),Ревматолог,2024-08-22T18:59+03:00,2024-08-23T15:56+03:00,4500.0,4276 8021 2302 2952
Акимов‎ Будимир Ануфриевич,6416 520792,433-176-324 62,Температура,УЗИ (ультразвуковое исследование),Невропатолог,2024-12-26T18:49+03:00,2024-12-27T14:03+03:00,7200.0,2202 2089 8665 5478
Маслов‎ Всеволод Леонтьевич,3004 112054,854-543-912 31,Температура,Рентгенография,Лор,2024-10-18T18:48+03:00,2024-10-17T19:30+03:00,5700.0,4377 7255 5144 3401
Гакабов‎ Блуд Владимирович,4123 546492,230-918-359 60,Боль в груди,УЗИ (ультразвуковое исследование),Невропатолог,2025-03-04T16:52+03:00,2025-03-05T20:38+03:00,2200.0,2202 1524 7466 9984
Усов‎ Мормагон Евсеевич,2309 405552,089-716-776 37,Кашель,Гастроэнтероскопия,Гастроэнтеролог,2024-11-26T14:11+03:00,2024-11-27T18:23+03:00,8600.0,5244 6835 1436 9129
Головина Венцеслава Семёновна,3720 287320,044-183-393 47,Боль в горле,Кровь (общий анализ),Невролог,2025-03-07T19:06+03:00,2025-03-06T12:57+03:00,4400.0,4276 8083 0932 7215
Цветков‎ Заяц Тихонович,4602 129761,527-627-234 99,Кашель,Биохимический анализ крови,Уролог,2025-01-09T18:53+03:00,2025-01-10T13:21+03:00,2000.0,4377 7278 4830 9034
Глушков‎ Скалогром Соломонович,9914 503488,159-318-950 02,Насморк,Электрокардиограмма (ЭКГ),Фтизиатр,2024-09-13T15:33+03:00,2024-09-12T15:03+03:00,4700.0,2202 2037 6204 1581
Лаврентьев‎ Любим  Игоревич,3202 190566,485-233-681 07,Слабость,Биохимический анализ крови,Пульмонолог,2024-08-19T16:16+03:00,2024-08-20T18:04+03:00,2700.0,5244 6862 9395 3099
Севастьянов‎ Геннадий Харламович,7121 441261,739-524-932 39,Слабость,КТ (компьютерная томография),УЗИ-специалист,2024-08-23T20:00+03:00,2024-08-22T19:34+03:00,3400.0,2200 7096 8247 2106
Сафонова Бронислава Магомедовна,6910 914695,553-527-087 96,Одышка,Биохимический анализ крови,Педиатр,2025-03-13T14:25+03:00,2025-03-14T19:57+03:00,6200.0,2200 2410 2406 3625
Березина Видана Генриховна,7001 607894,152-806-798 81,Слабость,Электрокардиограмма (ЭКГ),Гастроэнтеролог,2025-01-27T18:49+03:00,2025-01-28T17:32+03:00,6300.0,2200 2419 6607 4596
Щеглова Братислава Исаевна,0818 203641,076-945-212 00,Повышенное давление,Биохимический анализ крови,Гематолог,2024-08-16T15:19+03:00,2024-08-15T15:32+03:00,6100.0,5101 2655 2836 2093
Добрынин‎ Добромысл  Никитич,9820 983553,862-378-002 19,Слабость,КТ (компьютерная томография),Гериатр,2024-09-12T16:44+03:00,2024-09-13T15:13+03:00,8000.0,4188 6830 8855 1287
Дарвина Богдана Дмитриевна,7512 712986,904-914-691 19,Слабость,Электрокардиограмма (ЭКГ),Невропатолог,2025-03-18T20:49+03:00,2025-03-19T15:20+03:00,8300.0,5101 2689 2987 6340
Третьякова Смиляна Никандровна,3501 878925,305-315-929 44,Головная боль,Электрокардиограмма (ЭКГ),Невропатолог,2024-11-01T15:54+03:00,2024-10-31T13:25+03:00,4200.0,5101 2682 8444 9874
Трифонова Ростислава Брониславовна,2502 438747,058-062-738 68,Одышка,Биохимический анализ крови,Иммунолог,2025-04-08T15:10+03:00,2025-04-09T14:50+03:00,3600.0,2202 2030 8709 9307
Дашков‎ Радимир Никанорович,6406 274192,307-721-920 62,Боль в груди,КТ (компьютерная томография),УЗИ-специалист,2024-10-11T15:40+03:00,2024-10-10T15:31+03:00,3000.0,5101 2648 0132 8692
Александров‎ Радислав  Денисович,5522 603685,318-079-022 67,Повышенное давление,МРТ (магнитно-резонансная томография),Стоматолог,2024-12-30T17:25+03:00,2024-12-31T17:19+03:00,6900.0,5479 4847 4299 2670
Кузьмин‎ Градимир Августович,3615 896743,678-016-706 20,Температура,УЗИ (ультразвуковое исследование),Гериатр,2024-10-11T12:15+03:00,2024-10-10T13:02+03:00,10000.0,5101 2610 0766 2240
Дроздова Драгана Фёдоровна,6817 802066,464-994-485 58,Температура,УЗИ (ультразвуковое исследование),Невролог,2024-09-19T18:14+03:00,2024-09-20T17:06+03:00,4200.0,2202 2075 3149 6925
Фролов‎ Гойник Сильвестрович,8017 207750,882-390-619 40,Температура,Электрокардиограмма (ЭКГ),Иммунолог,2024-10-03T20:05+03:00,2024-10-04T14:17+03:00,8500.0,2200 2410 0047 6155
Шаповалов‎ Здислав Никитич,5912 762145,554-104-558 67,Головная боль,Электрокардиограмма (ЭКГ),Гастроэнтеролог,2025-03-20T20:16+03:00,2025-03-21T15:13+03:00,5800.0,2200 7098 2656 5638
Сальникова Доброслава Гаджиевна,4714 265889,121-629-378 44,Головная боль,Биохимический анализ крови,Гепатолог,2024-07-15T17:59+03:00,2024-07-16T16:55+03:00,1000.0,2200 2455 6746 9489
Шувалова Алиса Сидоровна,6207 611727,158-287-296 13,Головная боль,Биохимический анализ крови,Дерматолог,2024-10-22T12:03+03:00,2024-10-23T14:24+03:00,8300.0,4105 8428 8147 9124
Дьяконов‎ Венцеслав Олегович,4219 908007,045-151-811 28,Слабость,Рентгенография,Кардиоревматолог,2025-05-07T12:14+03:00,2025-05-08T12:43+03:00,2500.0,5421 0410 3660 1412
Блинов‎ Благослав Соломонович,0302 912799,028-256-807 63,Слабость,Кровь (общий анализ),Педиатр,2024-10-03T17:33+03:00,2024-10-04T18:45+03:00,9400.0,5101 2658 8740 6748
Афанасьев‎ Алексей Феодосьевич,8708 323953,414-648-393 89,Температура,Гастроэнтероскопия,Стоматолог,2024-10-30T13:33+03:00,2024-10-31T18:46+03:00,4300.0,4276 8048 2486 9815
Бычкова Борислава Ильгизовна,2211 857202,328-557-628 10,Повышенное давление,КТ (компьютерная томография),Онкоуролог,2024-07-24T12:56+03:00,2024-07-25T20:26+03:00,2300.0,4188 6848 8447 2650
Ермилова Новица Игоревна,4009 155796,247-205-424 50,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Гастроэнтеролог,2024-11-21T15:26+03:00,2024-11-22T16:19+03:00,9800.0,5421 0419 3901 6242
Емельянова Всемысла Макаровна,6517 863227,275-658-981 44,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Генетик,2025-03-06T14:46+03:00,2025-03-07T12:18+03:00,4700.0,4276 8063 7394 3004
Шаповалова Новица Соломоновна,1621 153488,126-004-986 31,Повышенное давление,Электрокардиограмма (ЭКГ),Иммунолог,2024-09-09T12:47+03:00,2024-09-10T19:14+03:00,3900.0,5101 2678 6532 1268
Кочергин‎ Унислав Евстигнеевич,0814 619674,858-856-213 74,Боль в горле,УЗИ (ультразвуковое исследование),УЗИ-специалист,2025-03-28T15:55+03:00,2025-03-27T13:18+03:00,8300.0,2200 7033 4508 1455
Булатова Веселина Вениаминовна,3303 526156,025-591-116 40,Одышка,Биохимический анализ крови,Эндоскопист,2024-11-22T20:12+03:00,2024-11-21T20:10+03:00,7900.0,5479 4814 3010 0654
Звягинцева Видана Брониславовна,9116 165669,963-722-183 30,Повышенное давление,МРТ (магнитно-резонансная томография),Физиотерапевт,2025-04-28T12:21+03:00,2025-04-29T12:23+03:00,5200.0,2200 2497 7117 4884
Воробьёв‎ Болеслав Елисеевич,7515 267387,816-738-630 33,Головная боль,УЗИ (ультразвуковое исследование),Нефролог,2025-04-28T16:59+03:00,2025-04-29T20:39+03:00,9300.0,2202 1596 6111 0473
Широков‎ Роговлад Никандрович,9101 433477,913-726-141 97,Затрудненное дыхание,Электрокардиограмма (ЭКГ),Офтальмолог,2024-10-07T12:37+03:00,2024-10-08T17:13+03:00,9700.0,5421 0445 3059 4402
Троицкая Ярослава Ильсуровна,4215 225511,868-344-622 52,Температура,КТ (компьютерная томография),Гериатр,2025-04-17T19:45+03:00,2025-04-18T12:20+03:00,4800.0,4188 6835 5434 3305
Жилин‎ Душевлад Матвеевич,2915 118790,172-508-198 69,Кашель,КТ (компьютерная томография),Онкоуролог,2024-12-12T15:06+03:00,2024-12-13T16:38+03:00,7900.0,5479 4854 8037 2464
Рябинина Ясна Леонидовна,9000 308257,007-368-385 58,Температура,МРТ (магнитно-резонансная томография),Ортопед,2025-03-28T19:08+03:00,2025-03-27T17:55+03:00,5200.0,5421 0452 9177 4576
Второва Горица Алексеевна,4500 469455,836-708-749 48,Одышка,Рентгенография,Фтизиатр,2024-09-26T17:22+03:00,2024-09-27T15:14+03:00,4400.0,4188 6857 4047 4214
Щербакова Радосвета Иоанновна,7217 043050,087-063-149 74,Насморк,Кровь (общий анализ),Онкодерматолог,2024-10-23T14:33+03:00,2024-10-24T20:16+03:00,3200.0,4276 8002 7113 9314
Ткачёва Горица Прохоровна,3600 679881,192-359-506 94,Температура,МРТ (магнитно-резонансная томография),Кардиолог,2024-12-03T15:17+03:00,2024-12-04T14:52+03:00,6600.0,5244 6856 5932 4485
Успенский‎ Хотебуд Ефстафьевич,7104 701518,027-809-410 62,Насморк,Рентгенография,Гепатолог,2025-02-21T12:21+03:00,2025-02-20T15:37+03:00,9300.0,5421 0410 5755 9465
Соловьёва Станислава Петровна,4801 640124,900-341-612 44,Боль в груди,МРТ (магнитно-резонансная томография),Эндокринолог,2024-09-20T19:00+03:00,2024-09-19T18:58+03:00,6700.0,2200 2427 8990 4739
Ежов‎ Лютогост Абрамович,6818 519222,594-456-870 54,Боль в груди,Рентгенография,Уролог,2024-09-18T19:48+03:00,2024-09-19T17:49+03:00,7600.0,2200 7050 6528 9185
Ситникова Всеслава Никандровна,8203 013012,524-770-819 00,Головная боль,Гастроэнтероскопия,Эндоскопист,2025-04-25T13:51+03:00,2025-04-24T16:21+03:00,7500.0,2200 2499 4442 1186
Аникина Любица Афанасьевна,7804 611422,206-377-522 61,Температура,Рентгенография,Офтальмолог,2024-08-07T17:41+03:00,2024-08-08T14:17+03:00,6200.0,5421 0414 7488 2273
Львов‎ Алексей Игоревич,6310 988463,080-146-736 46,Одышка,Электрокардиограмма (ЭКГ),Стоматолог,2024-07-19T15:44+03:00,2024-07-18T17:30+03:00,7100.0,4188 6863 6825 6746
Черных Владимира Никитовна,3107 763585,966-981-209 82,Слабость,Электрокардиограмма (ЭКГ),Пульмонолог,2024-10-14T18:56+03:00,2024-10-15T12:18+03:00,3500.0,5479 4895 4693 6115
Горбачав‎ Завид Витальевич,1718 582844,132-074-188 24,Затрудненное дыхание,КТ (компьютерная томография),Ревматолог,2025-02-25T13:03+03:00,2025-02-26T12:12+03:00,4800.0,5101 2648 0899 0844
Устинова Василиса Натановна,7505 616850,152-046-355 30,Насморк,Биохимический анализ крови,Онкогинеколог,2025-02-17T12:06+03:00,2025-02-18T19:40+03:00,3700.0,4188 6867 8063 7551
Воронина Венцеслава Мунавировна,5619 915865,325-833-618 80,Повышенное давление,МРТ (магнитно-резонансная томография),Гастроэнтеролог,2024-12-26T15:47+03:00,2024-12-27T18:07+03:00,7700.0,5101 2696 3196 9388
Кудрявцев‎ Людевит Адольфович,4219 946396,514-720-802 58,Головная боль,Биохимический анализ крови,Физиотерапевт,2024-12-13T19:46+03:00,2024-12-12T17:37+03:00,3800.0,5479 4807 1140 8044
Николаев‎ Добрыня Никифорович,1413 829860,815-952-871 39,Кашель,Электрокардиограмма (ЭКГ),Лор,2024-11-22T17:16+03:00,2024-11-21T12:14+03:00,7600.0,2202 1505 4426 3479
Чумакова Сияна Сильвестровна,7416 431545,350-720-315 34,Боль в горле,Биохимический анализ крови,Стоматолог,2025-03-18T14:43+03:00,2025-03-19T13:20+03:00,5900.0,5244 6851 5605 5127
Сомов‎ Ворон Глебович,4908 167106,080-582-900 68,Насморк,МРТ (магнитно-резонансная томография),Гериатр,2024-07-22T16:31+03:00,2024-07-23T16:56+03:00,4800.0,5421 0493 7742 9215
Кроликов‎ Мстислав Гордеевич,8811 531375,189-788-544 75,Затрудненное дыхание,УЗИ (ультразвуковое исследование),Невролог,2025-05-02T15:37+03:00,2025-05-01T18:36+03:00,3200.0,5421 0480 9253 6698
